"JASID","LGC","Site_no","SiteName_furigana","SiteName_original","Address","Chronology","SiteType","ArchaeologicalFeatures","MajorArtefacts","Lon","Lat","J"
13209035700,13209,"357","かないせきやまいせきぐん","金井関山遺跡群D区","町田市 野津田町　 大蔵町","[縄文時代（早期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]土坑　陥穴　[奈良時代][平安時代]住居　土坑","縄文土器　打斧　石鏃　掻器　磨石　スタンプ形石器　土師器　須恵器　鉄鏃　鉄釘　陶器",139.4592866,35.58422611,TRUE
13209035800,13209,"358","","町田市No.358遺跡","町田市 大蔵町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.4599899,35.58518234,TRUE
13209036000,13209,"360","","町田市No.360遺跡","町田市 大蔵町","[縄文時代（中期）]","包蔵地","","縄文土器",139.4619812,35.58406551,TRUE
13209036200,13209,"362","","町田市No.362遺跡","町田市 大蔵町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.4622558,35.58548947,TRUE
13209036400,13209,"364","","町田市No.364遺跡","町田市 大蔵町　 金井四丁目","[縄文時代（早期・中期〜晩期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　石器　弥生土器　土師器　須恵器　陶器　瓦",139.4631577,35.58285331,TRUE
13209036500,13209,"365","","町田市No.365遺跡","町田市 大蔵町","[縄文時代（中期）]","包蔵地","","縄文土器",139.4662384,35.5830045,TRUE
13209036600,13209,"366","","町田市No.366遺跡","町田市 大蔵町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　瓦　陶器",139.4683327,35.58412135,TRUE
13209036900,13209,"369","おおくらすみよしいせき","大蔵住吉遺跡","町田市 大蔵町","[縄文時代][弥生時代][古墳時代][奈良時代][平安時代]","集落","[縄文時代]陥穴　[古墳時代][奈良時代][平安時代]住居　土坑","縄文土器　弥生土器　土師器　須恵器　陶器",139.4689163,35.58278112,TRUE
13209037100,13209,"371","","町田市No.371遺跡","町田市 広袴二丁目　 広袴三丁目","[縄文時代（後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　陶器",139.4707044,35.59778703,TRUE
13209037200,13209,"372","","町田市No.372遺跡","町田市 広袴町　 広袴二丁目","[縄文時代（後期）][奈良時代][平安時代][近世]","包蔵地","","縄文土器　土師器　陶磁器　古銭",139.4726905,35.59502399,TRUE
13209037300,13209,"373","","町田市No.373遺跡","町田市 広袴二丁目","[縄文時代（中期・晩期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4690328,35.59555461,TRUE
13209037900,13209,"379","つるかわいせきぐんじぇいちてん","鶴川遺跡群J地点","町田市 鶴川二丁目","[縄文時代（早期・中期〜後期）][古墳時代]","集落","[縄文時代]住居　土坑　[古墳時代]円形周溝墓","縄文土器　打斧　磨斧　石鏃　石皿　土錘　土製円板　耳栓　土偶　土鈴　土師器　鉄鏃　刀子　紡錘車",139.4745153,35.5884145,TRUE
13209038000,13209,"380","つるかわいせきぐんじーちてん","鶴川遺跡群G地点","町田市 鶴川五丁目","[縄文時代（早期）]","包蔵地","","縄文土器",139.4698571,35.59277577,TRUE
13209038400,13209,"384","つるかわいせきぐんえっくすちてん","鶴川遺跡群X地点","町田市 鶴川二丁目","[縄文時代（中期）][平安時代]","包蔵地","[時代不明]溝　湧泉地","縄文土器　打斧　土師器　須恵器",139.4735708,35.58887834,TRUE
13209038500,13209,"385","つるかわいせきぐんえーちてん","鶴川遺跡群A地点","町田市 鶴川四丁目","[縄文時代（早期〜後期）][弥生時代][平安時代]","包蔵地","","縄文土器　打斧　石皿　磨石　スタンプ形石器　弥生土器　土師器　須恵器",139.4605736,35.59701988,TRUE
13209038600,13209,"386","つるかわいせきぐんびーちてん","鶴川遺跡群B地点","町田市 鶴川四丁目","[縄文時代（早期〜後期）][弥生時代][平安時代]","包蔵地","[時代不明]焼土","縄文土器　土製円板　弥生土器　土師器",139.4613632,35.59693613,TRUE
13209038700,13209,"387","つるかわいせきぐんしーちてん","鶴川遺跡群C地点","町田市 真光寺三丁目　 真光寺町","[縄文時代（早期）]","包蔵地","","縄文土器",139.462293,35.59795453,TRUE
13209038800,13209,"388","つるかわいせきぐんでぃーちてん","鶴川遺跡群D地点","町田市 真光寺町三丁目　 鶴川四丁目","[縄文時代]","包蔵地","","縄文土器",139.461984,35.5973962,TRUE
13209038900,13209,"389","つるかわいせきぐんいーちてん","鶴川遺跡群E地点","町田市 鶴川五丁目","[縄文時代]","包蔵地","","縄文土器",139.4699258,35.59394876,TRUE
13209039200,13209,"392","つるかわいせきぐんえふちてん","鶴川遺跡群F地点","町田市 鶴川五丁目","[縄文時代（早期〜中期）]","包蔵地","","縄文土器　石器　土師器",139.4661821,35.59204962,TRUE
13209039500,13209,"395","げんたがやいせき","源太ケ谷遺跡","町田市 鶴川五丁目","[縄文時代（早期）]","包蔵地","","縄文土器　打斧　礫器　石鏃",139.4666286,35.59295731,TRUE
13209039600,13209,"396","つるかわいせきぐんえぬちてん","鶴川遺跡群N地点","町田市 鶴川五丁目","[縄文時代（中期〜後期）]","包蔵地","[縄文時代]焼土","縄文土器",139.4710935,35.59327848,TRUE
13209040100,13209,"401","つるかわいせきぐんえむちてん","鶴川遺跡群M地点","町田市 鶴川六丁目　 広袴町","[縄文時代（中期〜晩期）]","集落","[縄文時代]住居　ピット","縄文土器　打斧　磨斧　石鏃　石錘　石皿　滑車形耳飾　土製腕輪　石棒　土版　紡錘形土製品",139.4725406,35.59277138,TRUE
13209040200,13209,"402","つるかわいせきぐんきゅーちてん","鶴川遺跡群Q地点","町田市 鶴川六丁目","[縄文時代][平安時代]","包蔵地","","縄文土器　石鏃　土師器",139.4753739,35.59176604,TRUE
13209040400,13209,"404","","町田市No.404遺跡","町田市 能ヶ谷六丁目　 能ヶ谷七丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4853301,35.59159367,TRUE
13209040600,13209,"406","","町田市No.406遺跡","町田市 能ヶ谷五丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4929801,35.58732023,TRUE
13209040700,13209,"407","","町田市No.407遺跡","町田市 能ヶ谷五丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4899749,35.58856312,TRUE
13209040900,13209,"409","のうがやとうぶでぃーちてん","能ヶ谷東部D地点","町田市 能ヶ谷五丁目","[縄文時代][古墳時代][奈良時代][平安時代]","包蔵地","[縄文時代]陥穴　土坑　ピット　[奈良時代][平安時代]土坑　ピット　[近世以降]溝状遺構","縄文土器　石器　土師器　須恵器　陶磁器　鉄製品　石製品",139.4886526,35.58772522,TRUE
13209041000,13209,"410","","町田市No.410遺跡","町田市 能ヶ谷六丁目","[縄文時代（中期）][弥生時代][奈良時代][平安時代]","包蔵地","","縄文土器　弥生土器　土師器　須恵器",139.4838876,35.59014368,TRUE
13209041700,13209,"417","","町田市No.417遺跡","町田市 能ヶ谷七丁目","[縄文時代（中期）][奈良時代][平安時代][中世]","包蔵地","","縄文土器　土師器　須恵器　陶器",139.4803328,35.59415146,TRUE
13209041800,13209,"418","","町田市No.418遺跡","町田市 能ヶ谷七丁目","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4799035,35.5948194,TRUE
13209042200,13209,"422","","町田市No.422遺跡","町田市 能ヶ谷四丁目　能ヶ谷六丁目","[縄文時代][奈良時代][平安時代]","包蔵地","[縄文時代]陥穴","縄文土器　石器　土師器　陶磁器",139.4854846,35.58796283,TRUE
13209042300,13209,"423","のうがやとうぶえーちてん","能ケ谷東部A地点遺跡","町田市 能ヶ谷六丁目","[縄文時代（中期〜後期）][奈良時代][平安時代]","集落","[縄文時代]住居　炉穴　土坑　陥穴　[古墳時代]住居　竪穴状遺構　土坑　[奈良時代][平安時代]土坑　[近世]土坑　溝状遺構","縄文土器　石器　土製品　土師器　須恵器　玉　鉄製品石製品　青銅製耳環　陶磁器　古銭",139.4859483,35.58945941,TRUE
13209042500,13209,"425","","町田市No.425遺跡","町田市 能ヶ谷二丁目","[縄文時代（中期）][古墳時代]","包蔵地","","縄文土器　土師器　須恵器",139.481346,35.58565855,TRUE
13209042700,13209,"427","","町田市No.427遺跡","町田市 能ヶ谷六丁目","[縄文時代（中期〜後期）]","包蔵地","","縄文土器　打斧",139.4858967,35.59067434,TRUE
13209042900,13209,"429","のうがやへいわだいいせきNo.1","能ケ谷平和台遺跡No.1","町田市 能ヶ谷六丁目","[縄文時代（早期・中期〜後期）][古墳時代][奈良時代][平安時代][中世]","集落","[縄文時代]住居　敷石住居　土坑　埋甕　[古墳時代]住居","縄文土器　打斧　石鏃　石皿　凹石　石棒　土師器　須恵器　陶器",139.4828572,35.58934769,TRUE
13209043100,13209,"431","のうがやへいわだいいせきNo.3","能ケ谷平和台遺跡No.3","町田市 能ヶ谷七丁目","[縄文時代（早期〜前期）][奈良時代]","包蔵地","","縄文土器　打斧　須恵器",139.4825481,35.59247343,TRUE
13209043200,13209,"432","のうがやへいわだいいせきNo.4","能ケ谷平和台遺跡No.4","町田市 能ヶ谷七丁目","[縄文時代（前期）][古墳時代]","包蔵地","","縄文土器　土師器　須恵器",139.484729,35.59250136,TRUE
13209043300,13209,"433","のうがやへいわだいいせきNo.5","能ケ谷平和台遺跡No.5","町田市 能ヶ谷七丁目","[旧石器時代][縄文時代（早期・中期）][古墳時代]","集落","[縄文時代]住居　炉穴　[古墳時代]住居","ナイフ形石器　縄文土器　打斧　礫器　石鏃　石皿　土師器　須恵器",139.4815349,35.59458434,TRUE
13209043500,13209,"435","","町田市No.435遺跡","町田市 三輪町","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　瓦",139.4989607,35.57912013,TRUE
13209043600,13209,"436","みやのまええーいせき","宮之前Ａ遺跡","町田市 三輪町","[縄文時代（中期〜後期）][弥生時代（中期〜後期）][古墳時代][奈良時代][平安時代]","集落","[古墳時代]住居　土坑","縄文土器　弥生土器　土師器　須恵器　陶磁器（緑釉他）　青磁",139.497965,35.57691419,TRUE
13209043700,13209,"437","すぎやまじんじゃきたいせき","椙山神社北遺跡","町田市 三輪町","[旧石器時代][縄文時代（早期・中期〜晩期）][弥生時代（前期〜後期）][古墳時代][奈良時代][平安時代]","集落","[縄文時代]土坑　[弥生時代]竪穴住居　土坑　壺棺墓　土器埋納土坑　[古墳時代]竪穴住居","彫器　剥片　縄文土器　石器　弥生土器　土師器　須恵器　陶磁器　鉄器",139.4954244,35.57808697,TRUE
13209043800,13209,"438","","町田市No.438遺跡","町田市 三輪町","[縄文時代（早期〜後期）][弥生時代（後期）][古墳時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.5068227,35.5738146,TRUE
13209044100,13209,"441","","町田市No.441遺跡","町田市 三輪町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4998779,35.57102814,TRUE
13209044300,13209,"443","","町田市No.443遺跡","町田市 三輪町","[縄文時代（後期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.5014326,35.57384253,TRUE
13209044400,13209,"444","","町田市No.444遺跡","町田市 三輪町","[縄文時代（中期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4965231,35.56937445,TRUE
13209044600,13209,"446","","町田市No.446遺跡","町田市 三輪町","[縄文時代（早期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　瓦　陶器",139.497656,35.57493158,TRUE
13209045000,13209,"450","","町田市No.450遺跡","町田市 三輪緑山四丁目","[縄文時代][奈良時代][平安時代]","包蔵地","","縄文土器　土師器",139.4945343,35.57769819,TRUE
13209045200,13209,"452","","町田市No.452遺跡","町田市 三輪町","[縄文時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器　陶器",139.4907552,35.57962274,TRUE
13209045500,13209,"455","","町田市No.455遺跡","町田市 三輪町","[縄文時代（前期）][奈良時代][平安時代]","包蔵地","","縄文土器　土師器　須恵器",139.4890386,35.57705381,TRUE
13209045600,13209,"456","みわみなみいせきぐん（えー-9）（みわがようし）","三輪南遺跡群（A−9）(三輪瓦窯址)","町田市 三輪緑山三丁目　 三輪町","[縄文時代（前期〜後期）][奈良時代][平安時代]","集落・窯","[奈良時代]瓦窯　[奈良時代][平安時代]住居","縄文土器　打斧　礫器　敲石　土師器(墨書土器)　須恵器　陶硯　平瓦　軒平瓦　丸瓦　軒丸瓦",139.4849384,35.57563183,TRUE
